sample-id	forward-absolute-filepath	reverse-absolute-filepath
4N2_43D	/mnt/run1/seqs/raw1/Fwd_18-Rev_19_R1.fastq	/mnt/run1/seqs/raw1/Fwd_18-Rev_19_R2.fastq
2N6_0D	/mnt/run1/seqs/raw1/Fwd_18-Rev_02_R1.fastq	/mnt/run1/seqs/raw1/Fwd_18-Rev_02_R2.fastq
4N1_43D	/mnt/run1/seqs/raw1/Fwd_18-Rev_20_R1.fastq	/mnt/run1/seqs/raw1/Fwd_18-Rev_20_R2.fastq
4C6_43D	/mnt/run1/seqs/raw1/Fwd_18-Rev_21_R1.fastq	/mnt/run1/seqs/raw1/Fwd_18-Rev_21_R2.fastq
4C5_43D	/mnt/run1/seqs/raw1/Fwd_18-Rev_22_R1.fastq	/mnt/run1/seqs/raw1/Fwd_18-Rev_22_R2.fastq
4C4_43D	/mnt/run1/seqs/raw1/Fwd_18-Rev_23_R1.fastq	/mnt/run1/seqs/raw1/Fwd_18-Rev_23_R2.fastq
4C3_43D	/mnt/run1/seqs/raw1/Fwd_18-Rev_24_R1.fastq	/mnt/run1/seqs/raw1/Fwd_18-Rev_24_R2.fastq
2N5_0D	/mnt/run1/seqs/raw1/Fwd_18-Rev_25_R1.fastq	/mnt/run1/seqs/raw1/Fwd_18-Rev_25_R2.fastq
3C5_0D	/mnt/run1/seqs/raw1/Fwd_18-Rev_26_R1.fastq	/mnt/run1/seqs/raw1/Fwd_18-Rev_26_R2.fastq
2P2_0D	/mnt/run1/seqs/raw1/Fwd_18-Rev_03_R1.fastq	/mnt/run1/seqs/raw1/Fwd_18-Rev_03_R2.fastq
2P3_0D	/mnt/run1/seqs/raw1/Fwd_18-Rev_04_R1.fastq	/mnt/run1/seqs/raw1/Fwd_18-Rev_04_R2.fastq
2P4_0D	/mnt/run1/seqs/raw1/Fwd_18-Rev_05_R1.fastq	/mnt/run1/seqs/raw1/Fwd_18-Rev_05_R2.fastq
2P5_0D	/mnt/run1/seqs/raw1/Fwd_18-Rev_06_R1.fastq	/mnt/run1/seqs/raw1/Fwd_18-Rev_06_R2.fastq
2P6_0D	/mnt/run1/seqs/raw1/Fwd_18-Rev_07_R1.fastq	/mnt/run1/seqs/raw1/Fwd_18-Rev_07_R2.fastq
3C1_0D	/mnt/run1/seqs/raw1/Fwd_18-Rev_08_R1.fastq	/mnt/run1/seqs/raw1/Fwd_18-Rev_08_R2.fastq
3C3_0D	/mnt/run1/seqs/raw1/Fwd_18-Rev_09_R1.fastq	/mnt/run1/seqs/raw1/Fwd_18-Rev_09_R2.fastq
2P2_43D	/mnt/run1/seqs/raw1/Fwd_19-Rev_13_R1.fastq	/mnt/run1/seqs/raw1/Fwd_19-Rev_13_R2.fastq
2P1_43D	/mnt/run1/seqs/raw1/Fwd_19-Rev_14_R1.fastq	/mnt/run1/seqs/raw1/Fwd_19-Rev_14_R2.fastq
2N6_43D	/mnt/run1/seqs/raw1/Fwd_19-Rev_15_R1.fastq	/mnt/run1/seqs/raw1/Fwd_19-Rev_15_R2.fastq
2N4_43D	/mnt/run1/seqs/raw1/Fwd_19-Rev_16_R1.fastq	/mnt/run1/seqs/raw1/Fwd_19-Rev_16_R2.fastq
2N3_43D	/mnt/run1/seqs/raw1/Fwd_19-Rev_17_R1.fastq	/mnt/run1/seqs/raw1/Fwd_19-Rev_17_R2.fastq
2N1_43D	/mnt/run1/seqs/raw1/Fwd_19-Rev_18_R1.fastq	/mnt/run1/seqs/raw1/Fwd_19-Rev_18_R2.fastq
2C6_43D	/mnt/run1/seqs/raw1/Fwd_19-Rev_19_R1.fastq	/mnt/run1/seqs/raw1/Fwd_19-Rev_19_R2.fastq
2C5_43D	/mnt/run1/seqs/raw1/Fwd_19-Rev_20_R1.fastq	/mnt/run1/seqs/raw1/Fwd_19-Rev_20_R2.fastq
2C4_43D	/mnt/run1/seqs/raw1/Fwd_19-Rev_21_R1.fastq	/mnt/run1/seqs/raw1/Fwd_19-Rev_21_R2.fastq
2C3_43D	/mnt/run1/seqs/raw1/Fwd_19-Rev_22_R1.fastq	/mnt/run1/seqs/raw1/Fwd_19-Rev_22_R2.fastq
2C2_43D	/mnt/run1/seqs/raw1/Fwd_19-Rev_23_R1.fastq	/mnt/run1/seqs/raw1/Fwd_19-Rev_23_R2.fastq
2C1_43D	/mnt/run1/seqs/raw1/Fwd_19-Rev_24_R1.fastq	/mnt/run1/seqs/raw1/Fwd_19-Rev_24_R2.fastq
3N2_43D	/mnt/run1/seqs/raw1/Fwd_02-Rev_13_R1.fastq	/mnt/run1/seqs/raw1/Fwd_02-Rev_13_R2.fastq
3N1_43D	/mnt/run1/seqs/raw1/Fwd_02-Rev_14_R1.fastq	/mnt/run1/seqs/raw1/Fwd_02-Rev_14_R2.fastq
3C6_43D	/mnt/run1/seqs/raw1/Fwd_02-Rev_15_R1.fastq	/mnt/run1/seqs/raw1/Fwd_02-Rev_15_R2.fastq
3C5_43D	/mnt/run1/seqs/raw1/Fwd_02-Rev_16_R1.fastq	/mnt/run1/seqs/raw1/Fwd_02-Rev_16_R2.fastq
3C4_43D	/mnt/run1/seqs/raw1/Fwd_02-Rev_17_R1.fastq	/mnt/run1/seqs/raw1/Fwd_02-Rev_17_R2.fastq
3C3_43D	/mnt/run1/seqs/raw1/Fwd_02-Rev_18_R1.fastq	/mnt/run1/seqs/raw1/Fwd_02-Rev_18_R2.fastq
3C2_43D	/mnt/run1/seqs/raw1/Fwd_02-Rev_19_R1.fastq	/mnt/run1/seqs/raw1/Fwd_02-Rev_19_R2.fastq
3C1_43D	/mnt/run1/seqs/raw1/Fwd_02-Rev_20_R1.fastq	/mnt/run1/seqs/raw1/Fwd_02-Rev_20_R2.fastq
2P6_43D	/mnt/run1/seqs/raw1/Fwd_02-Rev_21_R1.fastq	/mnt/run1/seqs/raw1/Fwd_02-Rev_21_R2.fastq
2P5_43D	/mnt/run1/seqs/raw1/Fwd_02-Rev_22_R1.fastq	/mnt/run1/seqs/raw1/Fwd_02-Rev_22_R2.fastq
2P4_43D	/mnt/run1/seqs/raw1/Fwd_02-Rev_23_R1.fastq	/mnt/run1/seqs/raw1/Fwd_02-Rev_23_R2.fastq
2P3_43D	/mnt/run1/seqs/raw1/Fwd_02-Rev_24_R1.fastq	/mnt/run1/seqs/raw1/Fwd_02-Rev_24_R2.fastq
2N2_0D	/mnt/run1/seqs/raw1/Fwd_03-Rev_10_R1.fastq	/mnt/run1/seqs/raw1/Fwd_03-Rev_10_R2.fastq
2N4_0D	/mnt/run1/seqs/raw1/Fwd_03-Rev_12_R1.fastq	/mnt/run1/seqs/raw1/Fwd_03-Rev_12_R2.fastq
4C2_43D	/mnt/run1/seqs/raw1/Fwd_03-Rev_13_R1.fastq	/mnt/run1/seqs/raw1/Fwd_03-Rev_13_R2.fastq
4C1_43D	/mnt/run1/seqs/raw1/Fwd_03-Rev_14_R1.fastq	/mnt/run1/seqs/raw1/Fwd_03-Rev_14_R2.fastq
3P6_43D	/mnt/run1/seqs/raw1/Fwd_03-Rev_15_R1.fastq	/mnt/run1/seqs/raw1/Fwd_03-Rev_15_R2.fastq
3P5_43D	/mnt/run1/seqs/raw1/Fwd_03-Rev_16_R1.fastq	/mnt/run1/seqs/raw1/Fwd_03-Rev_16_R2.fastq
3P4_43D	/mnt/run1/seqs/raw1/Fwd_03-Rev_17_R1.fastq	/mnt/run1/seqs/raw1/Fwd_03-Rev_17_R2.fastq
3P3_43D	/mnt/run1/seqs/raw1/Fwd_03-Rev_18_R1.fastq	/mnt/run1/seqs/raw1/Fwd_03-Rev_18_R2.fastq
3P2_43D	/mnt/run1/seqs/raw1/Fwd_03-Rev_19_R1.fastq	/mnt/run1/seqs/raw1/Fwd_03-Rev_19_R2.fastq
3P1_43D	/mnt/run1/seqs/raw1/Fwd_03-Rev_20_R1.fastq	/mnt/run1/seqs/raw1/Fwd_03-Rev_20_R2.fastq
3N6_43D	/mnt/run1/seqs/raw1/Fwd_03-Rev_21_R1.fastq	/mnt/run1/seqs/raw1/Fwd_03-Rev_21_R2.fastq
3N5_43D	/mnt/run1/seqs/raw1/Fwd_03-Rev_22_R1.fastq	/mnt/run1/seqs/raw1/Fwd_03-Rev_22_R2.fastq
3N4_43D	/mnt/run1/seqs/raw1/Fwd_03-Rev_23_R1.fastq	/mnt/run1/seqs/raw1/Fwd_03-Rev_23_R2.fastq
3N3_43D	/mnt/run1/seqs/raw1/Fwd_03-Rev_24_R1.fastq	/mnt/run1/seqs/raw1/Fwd_03-Rev_24_R2.fastq
2N3_0D	/mnt/run1/seqs/raw1/Fwd_03-Rev_26_R1.fastq	/mnt/run1/seqs/raw1/Fwd_03-Rev_26_R2.fastq
2C2_0D	/mnt/run1/seqs/raw1/Fwd_03-Rev_04_R1.fastq	/mnt/run1/seqs/raw1/Fwd_03-Rev_04_R2.fastq
2C3_0D	/mnt/run1/seqs/raw1/Fwd_03-Rev_05_R1.fastq	/mnt/run1/seqs/raw1/Fwd_03-Rev_05_R2.fastq
2C4_0D	/mnt/run1/seqs/raw1/Fwd_03-Rev_06_R1.fastq	/mnt/run1/seqs/raw1/Fwd_03-Rev_06_R2.fastq
2C5_0D	/mnt/run1/seqs/raw1/Fwd_03-Rev_07_R1.fastq	/mnt/run1/seqs/raw1/Fwd_03-Rev_07_R2.fastq
2C6_0D	/mnt/run1/seqs/raw1/Fwd_03-Rev_08_R1.fastq	/mnt/run1/seqs/raw1/Fwd_03-Rev_08_R2.fastq
2N1_0D	/mnt/run1/seqs/raw1/Fwd_03-Rev_09_R1.fastq	/mnt/run1/seqs/raw1/Fwd_03-Rev_09_R2.fastq
3P4_0D	/mnt/run1/seqs/raw1/Fwd_05-Rev_10_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_10_R2.fastq
3P6_0D	/mnt/run1/seqs/raw1/Fwd_05-Rev_12_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_12_R2.fastq
2P5_34D	/mnt/run1/seqs/raw1/Fwd_05-Rev_13_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_13_R2.fastq
2P4_34D	/mnt/run1/seqs/raw1/Fwd_05-Rev_14_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_14_R2.fastq
2P3_34D	/mnt/run1/seqs/raw1/Fwd_05-Rev_15_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_15_R2.fastq
2P2_34D	/mnt/run1/seqs/raw1/Fwd_05-Rev_16_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_16_R2.fastq
2P1_34D	/mnt/run1/seqs/raw1/Fwd_05-Rev_17_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_17_R2.fastq
2N6_34D	/mnt/run1/seqs/raw1/Fwd_05-Rev_18_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_18_R2.fastq
2N5_34D	/mnt/run1/seqs/raw1/Fwd_05-Rev_19_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_19_R2.fastq
3N2_0D	/mnt/run1/seqs/raw1/Fwd_05-Rev_02_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_02_R2.fastq
2N4_34D	/mnt/run1/seqs/raw1/Fwd_05-Rev_20_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_20_R2.fastq
4P6_43D	/mnt/run1/seqs/raw1/Fwd_05-Rev_21_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_21_R2.fastq
4P5_43D	/mnt/run1/seqs/raw1/Fwd_05-Rev_22_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_22_R2.fastq
4P4_43D	/mnt/run1/seqs/raw1/Fwd_05-Rev_23_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_23_R2.fastq
4P3_43D	/mnt/run1/seqs/raw1/Fwd_05-Rev_24_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_24_R2.fastq
3N1_0D	/mnt/run1/seqs/raw1/Fwd_05-Rev_25_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_25_R2.fastq
3P5_0D	/mnt/run1/seqs/raw1/Fwd_05-Rev_26_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_26_R2.fastq
3N3_0D	/mnt/run1/seqs/raw1/Fwd_05-Rev_03_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_03_R2.fastq
3N4_0D	/mnt/run1/seqs/raw1/Fwd_05-Rev_04_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_04_R2.fastq
3N5_0D	/mnt/run1/seqs/raw1/Fwd_05-Rev_05_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_05_R2.fastq
3N6_0D	/mnt/run1/seqs/raw1/Fwd_05-Rev_06_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_06_R2.fastq
3P1_0D	/mnt/run1/seqs/raw1/Fwd_05-Rev_07_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_07_R2.fastq
3P2_0D	/mnt/run1/seqs/raw1/Fwd_05-Rev_08_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_08_R2.fastq
3P3_0D	/mnt/run1/seqs/raw1/Fwd_05-Rev_09_R1.fastq	/mnt/run1/seqs/raw1/Fwd_05-Rev_09_R2.fastq
4N4_0D	/mnt/run1/seqs/raw1/Fwd_06-Rev_10_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_10_R2.fastq
4N6_0D	/mnt/run1/seqs/raw1/Fwd_06-Rev_12_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_12_R2.fastq
3N5_34D	/mnt/run1/seqs/raw1/Fwd_06-Rev_13_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_13_R2.fastq
3N4_34D	/mnt/run1/seqs/raw1/Fwd_06-Rev_14_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_14_R2.fastq
3N3_34D	/mnt/run1/seqs/raw1/Fwd_06-Rev_15_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_15_R2.fastq
3N2_34D	/mnt/run1/seqs/raw1/Fwd_06-Rev_16_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_16_R2.fastq
3N1_34D	/mnt/run1/seqs/raw1/Fwd_06-Rev_17_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_17_R2.fastq
3C6_34D	/mnt/run1/seqs/raw1/Fwd_06-Rev_18_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_18_R2.fastq
3C5_34D	/mnt/run1/seqs/raw1/Fwd_06-Rev_19_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_19_R2.fastq
4C2_0D	/mnt/run1/seqs/raw1/Fwd_06-Rev_02_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_02_R2.fastq
3C4_34D	/mnt/run1/seqs/raw1/Fwd_06-Rev_20_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_20_R2.fastq
3C3_34D	/mnt/run1/seqs/raw1/Fwd_06-Rev_21_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_21_R2.fastq
3C2_34D	/mnt/run1/seqs/raw1/Fwd_06-Rev_22_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_22_R2.fastq
3C1_34D	/mnt/run1/seqs/raw1/Fwd_06-Rev_23_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_23_R2.fastq
2P6_34D	/mnt/run1/seqs/raw1/Fwd_06-Rev_24_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_24_R2.fastq
4C1_0D	/mnt/run1/seqs/raw1/Fwd_06-Rev_25_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_25_R2.fastq
4N5_0D	/mnt/run1/seqs/raw1/Fwd_06-Rev_26_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_26_R2.fastq
4C3_0D	/mnt/run1/seqs/raw1/Fwd_06-Rev_03_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_03_R2.fastq
4C4_0D	/mnt/run1/seqs/raw1/Fwd_06-Rev_04_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_04_R2.fastq
4C5_0D	/mnt/run1/seqs/raw1/Fwd_06-Rev_05_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_05_R2.fastq
4C6_0D	/mnt/run1/seqs/raw1/Fwd_06-Rev_06_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_06_R2.fastq
4N1_0D	/mnt/run1/seqs/raw1/Fwd_06-Rev_07_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_07_R2.fastq
4N2_0D	/mnt/run1/seqs/raw1/Fwd_06-Rev_08_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_08_R2.fastq
4N3_0D	/mnt/run1/seqs/raw1/Fwd_06-Rev_09_R1.fastq	/mnt/run1/seqs/raw1/Fwd_06-Rev_09_R2.fastq
2C5_1D	/mnt/run1/seqs/raw1/Fwd_07-Rev_10_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_10_R2.fastq
2N1_1D	/mnt/run1/seqs/raw1/Fwd_07-Rev_12_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_12_R2.fastq
4C5_34D	/mnt/run1/seqs/raw1/Fwd_07-Rev_13_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_13_R2.fastq
4C4_34D	/mnt/run1/seqs/raw1/Fwd_07-Rev_14_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_14_R2.fastq
4C3_34D	/mnt/run1/seqs/raw1/Fwd_07-Rev_15_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_15_R2.fastq
4C2_34D	/mnt/run1/seqs/raw1/Fwd_07-Rev_16_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_16_R2.fastq
4C1_34D	/mnt/run1/seqs/raw1/Fwd_07-Rev_17_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_17_R2.fastq
3P6_34D	/mnt/run1/seqs/raw1/Fwd_07-Rev_18_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_18_R2.fastq
3P5_34D	/mnt/run1/seqs/raw1/Fwd_07-Rev_19_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_19_R2.fastq
4P2_0D	/mnt/run1/seqs/raw1/Fwd_07-Rev_02_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_02_R2.fastq
3P4_34D	/mnt/run1/seqs/raw1/Fwd_07-Rev_20_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_20_R2.fastq
3P3_34D	/mnt/run1/seqs/raw1/Fwd_07-Rev_21_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_21_R2.fastq
3P2_34D	/mnt/run1/seqs/raw1/Fwd_07-Rev_22_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_22_R2.fastq
3P1_34D	/mnt/run1/seqs/raw1/Fwd_07-Rev_23_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_23_R2.fastq
3N6_34D	/mnt/run1/seqs/raw1/Fwd_07-Rev_24_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_24_R2.fastq
4P1_0D	/mnt/run1/seqs/raw1/Fwd_07-Rev_25_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_25_R2.fastq
2C6_1D	/mnt/run1/seqs/raw1/Fwd_07-Rev_26_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_26_R2.fastq
4P4_0D	/mnt/run1/seqs/raw1/Fwd_07-Rev_03_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_03_R2.fastq
4P5_0D	/mnt/run1/seqs/raw1/Fwd_07-Rev_04_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_04_R2.fastq
4P6_0D	/mnt/run1/seqs/raw1/Fwd_07-Rev_05_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_05_R2.fastq
2C1_1D	/mnt/run1/seqs/raw1/Fwd_07-Rev_06_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_06_R2.fastq
2C2_1D	/mnt/run1/seqs/raw1/Fwd_07-Rev_07_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_07_R2.fastq
2C3_1D	/mnt/run1/seqs/raw1/Fwd_07-Rev_08_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_08_R2.fastq
2C4_1D	/mnt/run1/seqs/raw1/Fwd_07-Rev_09_R1.fastq	/mnt/run1/seqs/raw1/Fwd_07-Rev_09_R2.fastq
2P6_1D	/mnt/run1/seqs/raw1/Fwd_08-Rev_10_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_10_R2.fastq
OH_PCR_BlankP1	/mnt/run1/seqs/raw1/Fwd_08-Rev_12_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_12_R2.fastq
OH_PCR_BlankP7	/mnt/run1/seqs/raw1/Fwd_08-Rev_13_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_13_R2.fastq
Extr_Blank3	/mnt/run1/seqs/raw1/Fwd_08-Rev_14_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_14_R2.fastq
2C2_37D	/mnt/run1/seqs/raw1/Fwd_08-Rev_15_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_15_R2.fastq
2C1_37D	/mnt/run1/seqs/raw1/Fwd_08-Rev_16_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_16_R2.fastq
4P1_34D	/mnt/run1/seqs/raw1/Fwd_08-Rev_17_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_17_R2.fastq
4N6_34D	/mnt/run1/seqs/raw1/Fwd_08-Rev_18_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_18_R2.fastq
4N5_34D	/mnt/run1/seqs/raw1/Fwd_08-Rev_19_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_19_R2.fastq
2N4_1D	/mnt/run1/seqs/raw1/Fwd_08-Rev_02_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_02_R2.fastq
4N4_34D	/mnt/run1/seqs/raw1/Fwd_08-Rev_20_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_20_R2.fastq
4N3_34D	/mnt/run1/seqs/raw1/Fwd_08-Rev_21_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_21_R2.fastq
4N2_34D	/mnt/run1/seqs/raw1/Fwd_08-Rev_22_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_22_R2.fastq
4N1_34D	/mnt/run1/seqs/raw1/Fwd_08-Rev_23_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_23_R2.fastq
4C6_34D	/mnt/run1/seqs/raw1/Fwd_08-Rev_24_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_24_R2.fastq
2N2_1D	/mnt/run1/seqs/raw1/Fwd_08-Rev_25_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_25_R2.fastq
Extr_Blank4	/mnt/run1/seqs/raw1/Fwd_08-Rev_26_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_26_R2.fastq
2N5_1D	/mnt/run1/seqs/raw1/Fwd_08-Rev_03_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_03_R2.fastq
2N6_1D	/mnt/run1/seqs/raw1/Fwd_08-Rev_04_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_04_R2.fastq
2P1_1D	/mnt/run1/seqs/raw1/Fwd_08-Rev_05_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_05_R2.fastq
2P2_1D	/mnt/run1/seqs/raw1/Fwd_08-Rev_06_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_06_R2.fastq
2P3_1D	/mnt/run1/seqs/raw1/Fwd_08-Rev_07_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_07_R2.fastq
2P4_1D	/mnt/run1/seqs/raw1/Fwd_08-Rev_08_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_08_R2.fastq
2P5_1D	/mnt/run1/seqs/raw1/Fwd_08-Rev_09_R1.fastq	/mnt/run1/seqs/raw1/Fwd_08-Rev_09_R2.fastq
3N4_1D	/mnt/run1/seqs/raw1/Fwd_09-Rev_10_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_10_R2.fastq
3P1_1D	/mnt/run1/seqs/raw1/Fwd_09-Rev_12_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_12_R2.fastq
4C1_8D	/mnt/run1/seqs/raw1/Fwd_09-Rev_13_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_13_R2.fastq
2P1_8D	/mnt/run1/seqs/raw1/Fwd_09-Rev_14_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_14_R2.fastq
2C6_8D	/mnt/run1/seqs/raw1/Fwd_09-Rev_15_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_15_R2.fastq
4C5_3D	/mnt/run1/seqs/raw1/Fwd_09-Rev_16_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_16_R2.fastq
4N5_1D	/mnt/run1/seqs/raw1/Fwd_09-Rev_17_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_17_R2.fastq
4C2_1D	/mnt/run1/seqs/raw1/Fwd_09-Rev_18_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_18_R2.fastq
3N6_1D	/mnt/run1/seqs/raw1/Fwd_09-Rev_19_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_19_R2.fastq
3C2_1D	/mnt/run1/seqs/raw1/Fwd_09-Rev_02_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_02_R2.fastq
2N3_1D	/mnt/run1/seqs/raw1/Fwd_09-Rev_20_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_20_R2.fastq
4P3_0D	/mnt/run1/seqs/raw1/Fwd_09-Rev_21_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_21_R2.fastq
3C2_0D	/mnt/run1/seqs/raw1/Fwd_09-Rev_22_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_22_R2.fastq
2P1_0D	/mnt/run1/seqs/raw1/Fwd_09-Rev_23_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_23_R2.fastq
2C1_0D	/mnt/run1/seqs/raw1/Fwd_09-Rev_24_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_24_R2.fastq
3C3_1D	/mnt/run1/seqs/raw1/Fwd_09-Rev_03_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_03_R2.fastq
3C1_1D	/mnt/run1/seqs/raw1/Fwd_09-Rev_30_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_30_R2.fastq
3N5_1D	/mnt/run1/seqs/raw1/Fwd_09-Rev_31_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_31_R2.fastq
3C4_1D	/mnt/run1/seqs/raw1/Fwd_09-Rev_04_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_04_R2.fastq
